order_id,customer_id,product_id,order_date,delivery_date,order_status,quantity,order_value,delivery_days,return_status,return_reason
ORD00606,C1020,P005,2025-08-28,2025-09-03,Delivered,2,6998,6,Not Returned,
ORD00607,C1251,P003,2026-02-07,2026-02-16,Delivered,1,1999,9,Not Returned,
ORD00608,C1269,P010,2026-06-03,2026-06-09,Delivered,1,2599,6,Not Returned,
ORD00609,C1113,P004,2025-11-28,2025-12-04,Delivered,1,2299,6,Not Returned,
ORD00610,C1316,P004,2026-07-31,2026-08-05,Delivered,3,6897,5,Not Returned,
ORD00611,C1228,P009,2026-04-26,2026-05-03,Delivered,1,2899,7,Not Returned,
ORD00612,C1453,P004,2026-07-20,2026-07-21,Delivered,1,2299,1,Not Returned,
ORD00613,C1420,P006,2026-03-09,2026-03-11,Delivered,2,5598,2,Not Returned,
ORD00614,C1459,P006,2026-05-16,2026-05-22,Delivered,1,2799,6,Not Returned,
ORD00615,C1003,P011,2025-12-02,,Cancelled,1,2199,,Not Returned,
ORD00616,C1217,P011,2025-09-28,2025-10-02,Delivered,2,4398,4,Not Returned,
ORD00617,C1036,P002,2025-12-09,2025-12-15,Delivered,2,6398,6,Not Returned,
ORD00618,C1019,P012,2026-08-12,2026-08-13,Delivered,1,2999,1,Not Returned,
ORD00619,C1198,P002,2025-10-02,2025-10-17,Delivered,1,3199,15,Not Returned,
ORD00620,C1344,P008,2026-07-14,2026-07-20,Delivered,1,3699,6,Not Returned,
ORD00621,C1037,P002,2026-05-26,2026-05-28,Delivered,1,3199,2,Not Returned,
ORD00622,C1310,P006,2026-05-10,2026-05-12,Delivered,1,2799,2,Not Returned,
ORD00623,C1200,P002,2026-01-17,2026-01-23,Delivered,1,3199,6,Not Returned,
ORD00624,C1468,P009,2026-01-24,2026-01-31,Delivered,1,2899,7,Not Returned,
ORD00625,C1293,P012,2026-07-23,2026-07-27,Returned,1,2999,4,Returned,Size issue
ORD00626,C1107,P010,2026-03-15,2026-03-19,Delivered,1,2599,4,Not Returned,
ORD00627,C1113,P012,2026-02-18,2026-02-19,Delivered,1,2999,1,Not Returned,
ORD00628,C1290,P010,2026-01-02,2026-01-08,Delivered,1,2599,6,Not Returned,
ORD00629,C1101,P001,2026-06-03,2026-06-06,Delivered,1,2499,3,Not Returned,
ORD00630,C1343,P012,2026-06-19,,Cancelled,1,2999,,Not Returned,
ORD00631,C1337,P011,2025-12-24,2025-12-28,Delivered,1,2199,4,Not Returned,
ORD00632,C1413,P005,2026-08-16,2026-08-21,Delivered,1,3499,5,Not Returned,
ORD00633,C1223,P006,2026-04-02,2026-04-08,Delivered,1,2799,6,Not Returned,
ORD00634,C1245,P005,2026-02-26,2026-03-02,Delivered,1,3499,4,Not Returned,
ORD00635,C1041,P008,2026-04-11,2026-04-15,Delivered,1,3699,4,Not Returned,
ORD00636,C1320,P005,2025-11-05,2025-11-06,Delivered,1,3499,1,Not Returned,
ORD00637,C1108,P002,2025-10-03,2025-10-09,Delivered,1,3199,6,Not Returned,
ORD00638,C1241,P001,2026-06-04,2026-06-05,Delivered,3,7497,1,Not Returned,
ORD00639,C1046,P011,2025-11-10,2025-11-11,Returned,1,2199,1,Returned,Size issue
ORD00640,C1493,P007,2026-02-28,2026-03-07,Delivered,1,1499,7,Not Returned,
ORD00641,C1289,P010,2026-08-11,2026-08-15,Delivered,1,2599,4,Not Returned,
ORD00642,C1118,P011,2025-11-08,2025-11-11,Delivered,1,2199,3,Not Returned,
ORD00643,C1469,P002,2026-01-08,2026-01-12,Delivered,1,3199,4,Not Returned,
ORD00644,C1360,P008,2025-09-18,2025-09-25,In Transit,1,3699,7,Not Returned,
ORD00645,C1334,P009,2026-07-16,2026-07-21,Delivered,1,2899,5,Not Returned,
ORD00646,C1264,P007,2026-03-01,2026-03-04,Delivered,2,2998,3,Not Returned,
ORD00647,C1309,P005,2026-03-06,2026-03-08,Returned,1,3499,2,Returned,Quality issue
ORD00648,C1263,P001,2026-05-09,2026-05-13,Delivered,1,2499,4,Not Returned,
ORD00649,C1169,P011,2026-01-16,2026-01-21,Returned,1,2199,5,Returned,Wrong product
ORD00650,C1302,P012,2025-10-23,2025-10-28,Delivered,1,2999,5,Not Returned,
ORD00651,C1322,P003,2026-07-23,2026-07-28,Delivered,1,1999,5,Not Returned,
ORD00652,C1472,P009,2025-09-15,2025-09-19,Delivered,1,2899,4,Not Returned,
ORD00653,C1338,P003,2026-05-17,2026-05-19,Delivered,1,1999,2,Not Returned,
ORD00654,C1444,P005,2025-10-08,2025-10-10,Delivered,3,10497,2,Not Returned,
ORD00655,C1093,P008,2025-11-21,2025-11-26,Delivered,2,7398,5,Not Returned,
ORD00656,C1175,P010,2026-07-29,2026-07-30,Delivered,1,2599,1,Not Returned,
ORD00657,C1267,P008,2026-06-27,2026-07-03,Delivered,1,3699,6,Not Returned,
ORD00658,C1461,P009,2026-08-11,2026-08-16,Returned,1,2899,5,Returned,Quality issue
ORD00659,C1337,P010,2026-06-29,2026-07-05,Delivered,1,2599,6,Not Returned,
ORD00660,C1332,P003,2026-06-30,2026-07-02,Returned,1,1999,2,Returned,Wrong product
ORD00661,C1410,P007,2026-05-20,2026-05-24,Delivered,1,1499,4,Not Returned,
ORD00662,C1389,P008,2026-03-09,2026-03-13,Delivered,1,3699,4,Not Returned,
ORD00663,C1042,P012,2026-06-16,2026-06-18,Delivered,2,5998,2,Not Returned,
ORD00664,C1363,P005,2026-06-28,2026-07-03,Delivered,1,3499,5,Not Returned,
ORD00665,C1411,P012,2025-08-29,2025-08-30,Delivered,1,2999,1,Not Returned,
ORD00666,C1299,P006,2026-03-23,2026-03-27,Delivered,1,2799,4,Not Returned,
ORD00667,C1386,P005,2026-01-06,2026-01-08,Delivered,1,3499,2,Not Returned,
ORD00668,C1284,P004,2026-03-25,2026-03-30,Delivered,1,2299,5,Not Returned,
ORD00669,C1442,P008,2026-01-02,2026-01-03,Delivered,1,3699,1,Not Returned,
ORD00670,C1109,P011,2025-10-25,2025-10-27,Delivered,1,2199,2,Not Returned,
ORD00671,C1199,P009,2026-03-19,2026-03-24,Delivered,1,2899,5,Not Returned,
ORD00672,C1045,P011,2025-08-28,2025-08-29,Delivered,1,2199,1,Not Returned,
ORD00673,C1335,P002,2026-01-07,,Cancelled,1,3199,,Not Returned,
ORD00674,C1089,P009,2026-01-19,2026-01-25,Delivered,1,2899,6,Not Returned,
ORD00675,C1401,P011,2026-05-06,2026-05-14,Delivered,1,2199,8,Not Returned,
ORD00676,C1345,P010,2026-05-14,2026-05-18,Delivered,1,2599,4,Not Returned,
ORD00677,C1204,P001,2026-02-26,2026-02-27,Delivered,1,2499,1,Not Returned,
ORD00678,C1007,P006,2026-08-03,2026-08-04,Delivered,1,2799,1,Not Returned,
ORD00679,C1298,P012,2026-08-21,2026-08-27,Delivered,1,2999,6,Not Returned,
ORD00680,C1232,P006,2026-02-19,2026-02-22,Delivered,3,8397,3,Not Returned,
ORD00681,C1150,P007,2026-06-16,2026-06-20,Delivered,1,1499,4,Not Returned,
ORD00682,C1416,P006,2025-10-24,,Cancelled,2,5598,,Not Returned,
ORD00683,C1492,P010,2026-01-01,2026-01-08,Delivered,1,2599,7,Not Returned,
ORD00684,C1132,P008,2026-08-09,2026-08-12,Returned,1,3699,3,Returned,Wrong product
ORD00685,C1274,P002,2026-03-09,2026-03-13,Returned,1,3199,4,Returned,Size issue
ORD00686,C1344,P001,2026-08-19,2026-08-21,Delivered,1,2499,2,Not Returned,
ORD00687,C1293,P012,2026-02-17,2026-02-20,Delivered,1,2999,3,Not Returned,
ORD00688,C1376,P005,2025-11-27,2025-12-01,Delivered,1,3499,4,Not Returned,
ORD00689,C1061,P004,2026-01-08,2026-01-13,Delivered,1,2299,5,Not Returned,
ORD00690,C1021,P002,2026-08-07,2026-08-15,Delivered,1,3199,8,Not Returned,
ORD00691,C1093,P008,2026-03-04,2026-03-06,Returned,1,3699,2,Returned,Quality issue
ORD00692,C1027,P009,2026-01-16,2026-01-24,Delivered,1,2899,8,Not Returned,
ORD00693,C1397,P009,2026-03-30,2026-04-04,Delivered,2,5798,5,Not Returned,
ORD00694,C1352,P003,2026-04-17,2026-04-21,Delivered,1,1999,4,Not Returned,
ORD00695,C1095,P001,2025-09-01,2025-09-04,Delivered,2,4998,3,Not Returned,
ORD00696,C1175,P009,2026-01-07,2026-01-12,Delivered,3,8697,5,Not Returned,
ORD00697,C1205,P006,2025-11-28,2025-11-30,Delivered,1,2799,2,Not Returned,
ORD00698,C1351,P005,2026-04-13,2026-04-18,Delivered,3,10497,5,Not Returned,
ORD00699,C1378,P004,2025-10-16,2025-10-21,Delivered,2,4598,5,Not Returned,
ORD00700,C1457,P003,2026-04-25,2026-04-26,Delivered,1,1999,1,Not Returned,
ORD00701,C1203,P011,2026-05-17,2026-05-20,Delivered,1,2199,3,Not Returned,
ORD00702,C1049,P002,2026-08-14,2026-08-25,Delivered,2,6398,11,Not Returned,
ORD00703,C1010,P008,2026-02-13,,Cancelled,1,3699,,Not Returned,
ORD00704,C1294,P007,2025-10-27,2025-11-02,Returned,1,1499,6,Returned,Late delivery
ORD00705,C1377,P011,2026-07-24,2026-07-30,Delivered,1,2199,6,Not Returned,
ORD00706,C1489,P008,2025-10-05,2025-10-12,Delivered,1,3699,7,Not Returned,
ORD00707,C1434,P003,2025-11-19,2025-11-24,Delivered,1,1999,5,Not Returned,
ORD00708,C1363,P002,2025-10-05,2025-10-07,Delivered,1,3199,2,Not Returned,
ORD00709,C1382,P005,2026-07-01,2026-07-02,Delivered,2,6998,1,Not Returned,
ORD00710,C1011,P010,2026-05-19,2026-05-26,Delivered,1,2599,7,Not Returned,
ORD00711,C1052,P003,2025-12-24,2025-12-31,Delivered,1,1999,7,Not Returned,
ORD00712,C1391,P002,2025-09-27,2025-09-30,Delivered,1,3199,3,Not Returned,
ORD00713,C1377,P002,2025-10-18,2025-10-21,Delivered,1,3199,3,Not Returned,
ORD00714,C1087,P005,2026-04-09,2026-04-12,Delivered,1,3499,3,Not Returned,
ORD00715,C1276,P001,2025-09-12,2025-09-17,Delivered,3,7497,5,Not Returned,
ORD00716,C1276,P005,2026-06-02,2026-06-04,Delivered,2,6998,2,Not Returned,
ORD00717,C1273,P003,2026-06-24,2026-06-25,Returned,1,1999,1,Returned,Comfort issue
ORD00718,C1226,P005,2026-02-19,2026-02-24,Delivered,2,6998,5,Not Returned,
ORD00719,C1434,P005,2026-03-01,2026-03-05,Delivered,2,6998,4,Not Returned,
ORD00720,C1472,P003,2026-02-18,2026-02-24,Delivered,1,1999,6,Not Returned,
ORD00721,C1003,P008,2026-04-27,2026-05-03,Delivered,1,3699,6,Not Returned,
ORD00722,C1202,P009,2026-03-05,2026-03-09,Delivered,1,2899,4,Not Returned,
ORD00723,C1409,P004,2025-11-17,2025-11-26,Delivered,1,2299,9,Not Returned,
ORD00724,C1414,P010,2026-08-16,2026-08-21,Delivered,1,2599,5,Not Returned,
ORD00725,C1316,P005,2026-03-25,2026-03-30,Delivered,1,3499,5,Not Returned,
ORD00726,C1077,P008,2026-01-12,2026-01-15,Delivered,1,3699,3,Not Returned,
ORD00727,C1372,P001,2026-05-26,2026-05-30,Delivered,1,2499,4,Not Returned,
ORD00728,C1175,P001,2025-12-23,2025-12-28,Delivered,1,2499,5,Not Returned,
ORD00729,C1431,P007,2026-02-01,2026-02-07,Delivered,1,1499,6,Not Returned,
ORD00730,C1240,P003,2025-09-23,2025-09-27,Delivered,1,1999,4,Not Returned,
ORD00731,C1127,P003,2025-12-02,2025-12-08,Delivered,1,1999,6,Not Returned,
ORD00732,C1235,P007,2026-04-09,2026-04-10,Delivered,1,1499,1,Not Returned,
ORD00733,C1479,P012,2025-10-13,2025-10-16,Delivered,3,8997,3,Not Returned,
ORD00734,C1281,P006,2025-11-15,2025-11-18,Delivered,1,2799,3,Not Returned,
ORD00735,C1341,P009,2025-10-27,2025-10-29,Delivered,1,2899,2,Not Returned,
ORD00736,C1141,P004,2025-10-22,2025-10-26,Delivered,1,2299,4,Not Returned,
ORD00737,C1243,P010,2025-10-26,2025-10-30,Delivered,2,5198,4,Not Returned,
ORD00738,C1080,P012,2026-06-27,2026-07-01,Delivered,1,2999,4,Not Returned,
ORD00739,C1182,P008,2025-10-11,2025-10-12,Delivered,1,3699,1,Not Returned,
ORD00740,C1285,P011,2025-11-12,2025-11-21,Delivered,1,2199,9,Not Returned,
ORD00741,C1020,P011,2026-02-19,2026-02-23,Delivered,1,2199,4,Not Returned,
ORD00742,C1250,P008,2026-08-22,2026-08-26,Delivered,1,3699,4,Not Returned,
ORD00743,C1082,P004,2026-06-12,2026-06-14,Returned,2,4598,2,Returned,Wrong product
ORD00744,C1397,P002,2026-05-24,2026-05-27,Returned,1,3199,3,Returned,Size issue
ORD00745,C1164,P011,2026-05-12,2026-05-16,Delivered,1,2199,4,Not Returned,
ORD00746,C1097,P012,2025-09-27,,Cancelled,2,5998,,Not Returned,
ORD00747,C1164,P009,2026-08-10,2026-08-14,Delivered,1,2899,4,Not Returned,
ORD00748,C1091,P002,2025-10-14,2025-10-17,Delivered,2,6398,3,Not Returned,
ORD00749,C1336,P001,2025-12-07,2025-12-10,Delivered,2,4998,3,Not Returned,
ORD00750,C1187,P008,2026-05-22,2026-05-26,Delivered,1,3699,4,Not Returned,
ORD00751,C1327,P004,2026-07-02,2026-07-11,Returned,1,2299,9,Returned,Late delivery
ORD00752,C1420,P001,2026-02-26,2026-03-02,Delivered,2,4998,4,Not Returned,
ORD00753,C1155,P006,2026-08-23,2026-08-28,Delivered,1,2799,5,Not Returned,
ORD00754,C1097,P002,2025-12-14,2025-12-16,Delivered,1,3199,2,Not Returned,
ORD00755,C1392,P004,2026-05-22,2026-06-04,Delivered,1,2299,13,Not Returned,
ORD00756,C1053,P011,2026-06-17,2026-06-24,Delivered,1,2199,7,Not Returned,
ORD00757,C1226,P003,2025-11-26,2025-11-28,Delivered,3,5997,2,Not Returned,
ORD00758,C1190,P006,2026-02-03,2026-02-08,In Transit,1,2799,5,Not Returned,
ORD00759,C1192,P007,2026-07-16,2026-07-21,Delivered,1,1499,5,Not Returned,
ORD00760,C1203,P009,2026-01-03,,Cancelled,1,2899,,Not Returned,
ORD00761,C1153,P001,2025-09-12,2025-09-14,In Transit,1,2499,2,Not Returned,
ORD00762,C1470,P004,2025-12-13,,Cancelled,2,4598,,Not Returned,
ORD00763,C1079,P009,2026-05-14,2026-05-15,Delivered,1,2899,1,Not Returned,
ORD00764,C1153,P003,2026-01-08,2026-01-11,Returned,1,1999,3,Returned,Size issue
ORD00765,C1249,P002,2026-06-14,2026-06-17,Delivered,1,3199,3,Not Returned,
ORD00766,C1019,P012,2026-08-20,2026-08-23,Returned,1,2999,3,Returned,Size issue
ORD00767,C1418,P012,2026-06-17,2026-06-22,Delivered,1,2999,5,Not Returned,
ORD00768,C1308,P007,2026-03-27,2026-03-31,Returned,1,1499,4,Returned,Size issue
ORD00769,C1076,P001,2026-07-16,2026-07-19,Delivered,1,2499,3,Not Returned,
ORD00770,C1201,P006,2026-05-10,2026-05-15,Delivered,1,2799,5,Not Returned,
ORD00771,C1067,P008,2026-06-26,2026-06-28,Delivered,1,3699,2,Not Returned,
ORD00772,C1204,P006,2025-10-07,2025-10-11,Delivered,1,2799,4,Not Returned,
ORD00773,C1286,P005,2025-10-08,2025-10-09,Delivered,1,3499,1,Not Returned,
ORD00774,C1376,P004,2026-05-02,2026-05-06,Delivered,1,2299,4,Not Returned,
ORD00775,C1045,P009,2025-12-30,2026-01-06,Delivered,2,5798,7,Not Returned,
ORD00776,C1304,P002,2026-08-04,2026-08-10,Delivered,1,3199,6,Not Returned,
ORD00777,C1473,P011,2025-09-07,2025-09-12,Returned,1,2199,5,Returned,Changed mind
ORD00778,C1485,P004,2025-12-06,2025-12-21,Returned,1,2299,15,Returned,Size issue
ORD00779,C1011,P010,2025-11-09,2025-11-16,Delivered,1,2599,7,Not Returned,
ORD00780,C1384,P006,2025-12-11,2025-12-15,Delivered,1,2799,4,Not Returned,
ORD00781,C1192,P005,2026-06-02,2026-06-03,Delivered,1,3499,1,Not Returned,
ORD00782,C1145,P010,2026-07-31,2026-08-01,Delivered,1,2599,1,Not Returned,
ORD00783,C1339,P004,2026-08-17,2026-08-21,Delivered,1,2299,4,Not Returned,
ORD00784,C1260,P011,2026-02-26,2026-03-14,Returned,3,6597,16,Returned,Comfort issue
ORD00785,C1494,P012,2025-10-15,2025-10-16,Delivered,1,2999,1,Not Returned,
ORD00786,C1156,P008,2026-06-09,2026-06-13,Delivered,2,7398,4,Not Returned,
ORD00787,C1154,P006,2026-05-03,2026-05-07,Delivered,1,2799,4,Not Returned,
ORD00788,C1455,P004,2026-05-09,2026-05-13,Delivered,2,4598,4,Not Returned,
ORD00789,C1373,P001,2026-06-06,2026-06-10,Delivered,1,2499,4,Not Returned,
ORD00790,C1293,P007,2026-05-19,2026-05-25,Returned,1,1499,6,Returned,Quality issue
ORD00791,C1070,P003,2026-04-01,2026-04-07,Delivered,1,1999,6,Not Returned,
ORD00792,C1268,P010,2026-05-30,2026-06-02,Returned,1,2599,3,Returned,Size issue
ORD00793,C1272,P003,2026-04-03,2026-04-05,Delivered,1,1999,2,Not Returned,
ORD00794,C1372,P012,2025-10-25,2025-10-27,Delivered,2,5998,2,Not Returned,
ORD00795,C1326,P001,2026-02-05,2026-02-11,Delivered,2,4998,6,Not Returned,
ORD00796,C1094,P012,2026-01-13,2026-01-17,Delivered,1,2999,4,Not Returned,
ORD00797,C1351,P001,2026-07-05,2026-07-09,Delivered,1,2499,4,Not Returned,
ORD00798,C1257,P001,2026-02-25,2026-03-04,Delivered,1,2499,7,Not Returned,
ORD00799,C1098,P010,2026-04-23,2026-04-24,Delivered,1,2599,1,Not Returned,
ORD00800,C1211,P004,2025-09-11,2025-09-18,Delivered,1,2299,7,Not Returned,
ORD00801,C1250,P004,2026-08-04,2026-08-08,In Transit,2,4598,4,Not Returned,
ORD00802,C1311,P012,2026-02-08,2026-02-11,Returned,1,2999,3,Returned,Quality issue
ORD00803,C1328,P012,2026-03-08,2026-03-09,Delivered,1,2999,1,Not Returned,
ORD00804,C1449,P012,2025-09-14,2025-09-21,Delivered,1,2999,7,Not Returned,
ORD00805,C1391,P001,2025-12-29,2025-12-30,Delivered,1,2499,1,Not Returned,
ORD00806,C1423,P011,2025-09-20,2025-09-23,Delivered,1,2199,3,Not Returned,
ORD00807,C1072,P005,2026-04-19,2026-04-20,Delivered,1,3499,1,Not Returned,
ORD00808,C1092,P008,2026-07-22,2026-07-27,Delivered,1,3699,5,Not Returned,
ORD00809,C1302,P010,2026-08-17,2026-08-22,Delivered,1,2599,5,Not Returned,
ORD00810,C1332,P012,2025-12-07,2025-12-13,Delivered,1,2999,6,Not Returned,
ORD00811,C1362,P012,2025-11-17,2025-11-24,Delivered,1,2999,7,Not Returned,
ORD00812,C1194,P007,2026-05-14,,Cancelled,1,1499,,Not Returned,
ORD00813,C1091,P001,2025-11-21,2025-11-22,Delivered,2,4998,1,Not Returned,
ORD00814,C1492,P012,2025-09-21,2025-09-24,Delivered,1,2999,3,Not Returned,
ORD00815,C1391,P008,2026-01-20,,Cancelled,1,3699,,Not Returned,
ORD00816,C1413,P005,2025-09-01,2025-09-09,Delivered,1,3499,8,Not Returned,
ORD00817,C1040,P001,2026-07-03,2026-07-07,Delivered,1,2499,4,Not Returned,
ORD00818,C1317,P010,2026-06-29,2026-07-06,Delivered,1,2599,7,Not Returned,
ORD00819,C1341,P011,2026-06-07,2026-06-12,Delivered,2,4398,5,Not Returned,
ORD00820,C1055,P010,2026-06-30,2026-07-04,Delivered,1,2599,4,Not Returned,
ORD00821,C1403,P007,2025-11-25,2025-11-28,Delivered,1,1499,3,Not Returned,
ORD00822,C1018,P009,2025-11-24,2025-11-25,Delivered,1,2899,1,Not Returned,
ORD00823,C1062,P002,2026-01-26,2026-02-05,Returned,1,3199,10,Returned,Size issue
ORD00824,C1356,P012,2026-01-13,2026-01-19,Delivered,1,2999,6,Not Returned,
ORD00825,C1352,P004,2026-07-05,2026-07-12,In Transit,1,2299,7,Not Returned,
ORD00826,C1132,P010,2026-08-22,2026-08-28,Delivered,2,5198,6,Not Returned,
ORD00827,C1323,P009,2026-06-16,2026-06-19,Delivered,1,2899,3,Not Returned,
ORD00828,C1099,P008,2026-05-05,2026-05-10,Returned,1,3699,5,Returned,Size issue
ORD00829,C1315,P001,2025-10-25,2025-10-26,Delivered,1,2499,1,Not Returned,
ORD00830,C1326,P007,2026-03-25,2026-03-30,Delivered,1,1499,5,Not Returned,
ORD00831,C1165,P004,2025-08-31,2025-09-05,Delivered,1,2299,5,Not Returned,
ORD00832,C1315,P001,2025-10-23,2025-10-29,Delivered,1,2499,6,Not Returned,
ORD00833,C1408,P001,2025-11-23,2025-11-26,Delivered,2,4998,3,Not Returned,
ORD00834,C1456,P001,2026-07-22,2026-07-28,Delivered,1,2499,6,Not Returned,
ORD00835,C1153,P009,2026-02-13,2026-02-17,Delivered,2,5798,4,Not Returned,
ORD00836,C1295,P010,2026-08-08,2026-08-10,Delivered,1,2599,2,Not Returned,
ORD00837,C1273,P011,2026-02-11,2026-02-16,Delivered,1,2199,5,Not Returned,
ORD00838,C1442,P003,2026-06-14,2026-06-19,Delivered,1,1999,5,Not Returned,
ORD00839,C1190,P005,2026-08-22,2026-08-26,Delivered,2,6998,4,Not Returned,
ORD00840,C1191,P008,2026-01-27,2026-01-29,Delivered,1,3699,2,Not Returned,
ORD00841,C1097,P001,2025-12-07,2025-12-11,Delivered,1,2499,4,Not Returned,
ORD00842,C1393,P006,2026-04-30,2026-05-04,Delivered,1,2799,4,Not Returned,
ORD00843,C1022,P002,2026-05-17,2026-05-21,Returned,1,3199,4,Returned,Size issue
ORD00844,C1381,P011,2026-06-26,2026-07-01,Returned,1,2199,5,Returned,Size issue
ORD00845,C1146,P005,2025-09-06,2025-09-10,Delivered,1,3499,4,Not Returned,
ORD00846,C1139,P005,2026-05-25,2026-05-26,Delivered,1,3499,1,Not Returned,
ORD00847,C1277,P003,2025-11-14,2025-11-22,Delivered,1,1999,8,Not Returned,
ORD00848,C1411,P006,2026-06-03,2026-06-11,Delivered,2,5598,8,Not Returned,
ORD00849,C1014,P005,2026-06-15,2026-06-20,Returned,1,3499,5,Returned,Quality issue
ORD00850,C1218,P008,2026-08-06,2026-08-12,Delivered,1,3699,6,Not Returned,
ORD00851,C1182,P007,2025-11-25,2025-12-01,Delivered,1,1499,6,Not Returned,
ORD00852,C1273,P005,2026-02-12,2026-02-14,Delivered,1,3499,2,Not Returned,
ORD00853,C1350,P002,2026-04-21,2026-04-28,Delivered,1,3199,7,Not Returned,
ORD00854,C1458,P011,2026-08-24,,Cancelled,1,2199,,Not Returned,
ORD00855,C1451,P010,2026-01-05,2026-01-06,Delivered,2,5198,1,Not Returned,
ORD00856,C1179,P006,2026-04-15,2026-04-21,Delivered,1,2799,6,Not Returned,
ORD00857,C1207,P008,2026-04-19,2026-04-23,Delivered,1,3699,4,Not Returned,
ORD00858,C1154,P012,2025-10-19,2025-10-25,Delivered,1,2999,6,Not Returned,
ORD00859,C1246,P009,2026-04-19,2026-04-22,Delivered,1,2899,3,Not Returned,
ORD00860,C1220,P007,2025-09-28,2025-10-01,Delivered,1,1499,3,Not Returned,
ORD00861,C1476,P007,2026-06-12,2026-06-14,Delivered,1,1499,2,Not Returned,
ORD00862,C1166,P012,2026-06-15,2026-06-19,Delivered,1,2999,4,Not Returned,
ORD00863,C1416,P009,2025-10-14,2025-10-20,Delivered,1,2899,6,Not Returned,
ORD00864,C1046,P010,2026-03-08,2026-03-17,Delivered,1,2599,9,Not Returned,
ORD00865,C1149,P004,2025-11-05,2025-11-17,Delivered,1,2299,12,Not Returned,
ORD00866,C1449,P007,2026-07-07,2026-07-09,Delivered,1,1499,2,Not Returned,
ORD00867,C1468,P006,2026-01-26,2026-01-31,Returned,1,2799,5,Returned,Late delivery
ORD00868,C1206,P006,2025-10-10,2025-10-11,Delivered,3,8397,1,Not Returned,
ORD00869,C1420,P003,2026-01-23,2026-01-25,Delivered,1,1999,2,Not Returned,
ORD00870,C1201,P006,2025-10-21,2025-10-27,Returned,1,2799,6,Returned,Size issue
ORD00871,C1284,P011,2026-02-04,2026-02-06,Delivered,1,2199,2,Not Returned,
ORD00872,C1343,P007,2026-02-26,2026-03-03,Delivered,3,4497,5,Not Returned,
ORD00873,C1223,P003,2025-11-02,2025-11-06,Delivered,1,1999,4,Not Returned,
ORD00874,C1233,P003,2025-10-08,2025-10-12,Delivered,1,1999,4,Not Returned,
ORD00875,C1196,P012,2026-07-01,2026-07-03,Delivered,2,5998,2,Not Returned,
ORD00876,C1255,P006,2025-12-19,2025-12-21,Delivered,1,2799,2,Not Returned,
ORD00877,C1019,P012,2025-12-25,2025-12-28,Delivered,1,2999,3,Not Returned,
ORD00878,C1353,P010,2026-04-30,2026-05-09,Delivered,1,2599,9,Not Returned,
ORD00879,C1455,P002,2025-11-06,2025-11-16,Delivered,1,3199,10,Not Returned,
ORD00880,C1491,P010,2025-10-10,2025-10-13,Delivered,1,2599,3,Not Returned,
ORD00881,C1232,P011,2025-10-04,2025-10-05,Returned,1,2199,1,Returned,Changed mind
ORD00882,C1491,P009,2026-04-23,2026-04-26,Delivered,1,2899,3,Not Returned,
ORD00883,C1288,P005,2026-01-21,2026-01-30,Delivered,1,3499,9,Not Returned,
ORD00884,C1026,P005,2025-09-26,2025-10-01,Delivered,1,3499,5,Not Returned,
ORD00885,C1143,P011,2026-01-22,2026-02-01,Returned,1,2199,10,Returned,Comfort issue
ORD00886,C1465,P005,2026-01-04,2026-01-08,Delivered,1,3499,4,Not Returned,
ORD00887,C1248,P010,2025-11-11,2025-11-12,Delivered,1,2599,1,Not Returned,
ORD00888,C1074,P003,2026-05-23,2026-05-28,Delivered,1,1999,5,Not Returned,
ORD00889,C1371,P010,2025-11-12,2025-11-16,Delivered,1,2599,4,Not Returned,
ORD00890,C1419,P011,2025-11-19,2025-11-21,Returned,1,2199,2,Returned,Size issue
ORD00891,C1119,P002,2025-09-21,,Cancelled,2,6398,,Not Returned,
ORD00892,C1445,P007,2026-08-10,2026-08-15,Delivered,1,1499,5,Not Returned,
ORD00893,C1349,P007,2025-09-01,2025-09-07,Delivered,3,4497,6,Not Returned,
ORD00894,C1221,P001,2025-10-14,2025-10-17,Delivered,3,7497,3,Not Returned,
ORD00895,C1200,P010,2026-07-25,2026-07-28,Delivered,1,2599,3,Not Returned,
ORD00896,C1099,P008,2026-08-06,2026-08-11,Delivered,1,3699,5,Not Returned,
ORD00897,C1210,P009,2026-02-14,2026-02-18,Delivered,1,2899,4,Not Returned,
ORD00898,C1128,P002,2026-05-21,2026-05-25,Delivered,1,3199,4,Not Returned,
ORD00899,C1062,P004,2025-09-12,2025-09-15,Returned,1,2299,3,Returned,Size issue
ORD00900,C1460,P012,2025-10-26,2025-10-29,Returned,1,2999,3,Returned,Size issue
ORD00901,C1327,P011,2026-06-11,2026-06-18,Delivered,2,4398,7,Not Returned,
ORD00902,C1394,P008,2026-01-14,2026-01-16,Delivered,1,3699,2,Not Returned,
ORD00903,C1030,P006,2026-01-04,2026-01-08,Delivered,1,2799,4,Not Returned,
ORD00904,C1475,P005,2026-01-08,2026-01-10,Delivered,1,3499,2,Not Returned,
ORD00905,C1054,P004,2026-07-04,2026-07-19,Delivered,1,2299,15,Not Returned,
ORD00906,C1372,P008,2026-01-05,2026-01-11,Delivered,1,3699,6,Not Returned,
ORD00907,C1340,P005,2026-04-11,2026-04-16,Delivered,2,6998,5,Not Returned,
ORD00908,C1294,P007,2026-01-09,2026-01-12,Delivered,2,2998,3,Not Returned,
